date,day,month,year,tas,tasmin,pr,complete,empty
2013-03-24,24,Mar,2013,-0.1,-3.3,0,TRUE,FALSE
2013-03-25,25,Mar,2013,0,-5.5,1.2,TRUE,FALSE
2013-03-26,26,Mar,2013,2.3,-3,2.2,TRUE,FALSE
2013-03-27,27,Mar,2013,-0.9,-5.9,2.5,TRUE,FALSE
2013-03-28,28,Mar,2013,3.2,-0.3,2.4,TRUE,FALSE
2013-03-29,29,Mar,2013,3.8,-0.5,3.6,TRUE,FALSE
2013-03-30,30,Mar,2013,-0.1,-9.3,4.6,TRUE,FALSE
2013-03-31,31,Mar,2013,2.8,-2.8,2.4,TRUE,FALSE
2013-04-01,1,Apr,2013,NA,NA,4.7,FALSE,FALSE
2013-04-02,2,Apr,2013,NA,NA,0.5,FALSE,FALSE
2013-04-03,3,Apr,2013,NA,NA,0,FALSE,FALSE
2013-04-04,4,Apr,2013,-1.2,-9.6,1.5,TRUE,FALSE
2013-04-05,5,Apr,2013,NA,NA,0.9,FALSE,FALSE
2013-04-06,6,Apr,2013,-4.4,-13.6,4.4,TRUE,FALSE
2013-04-07,7,Apr,2013,2.4,-0.8,4.9,TRUE,FALSE
2013-04-08,8,Apr,2013,3.2,-0.3,10.5,TRUE,FALSE
2013-04-09,9,Apr,2013,4.2,0.8,2.5,TRUE,FALSE
2013-04-10,10,Apr,2013,3.1,0.4,1.1,TRUE,FALSE
2013-04-11,11,Apr,2013,NA,NA,0.8,FALSE,FALSE
2013-04-12,12,Apr,2013,NA,NA,19.7,FALSE,FALSE
2013-04-13,13,Apr,2013,0.8,-1.8,1.7,TRUE,FALSE
2013-04-14,14,Apr,2013,0.7,-2.3,1.2,TRUE,FALSE
2013-04-15,15,Apr,2013,5.7,-2.1,0.9,TRUE,FALSE
2013-04-16,16,Apr,2013,7.6,3.6,11.6,TRUE,FALSE
2013-04-17,17,Apr,2013,2.8,-4.2,2.2,TRUE,FALSE
2013-04-18,18,Apr,2013,7.9,0.5,44.7,TRUE,FALSE
2013-04-19,19,Apr,2013,7.8,0.9,17.1,TRUE,FALSE
2013-04-20,20,Apr,2013,NA,NA,1,FALSE,FALSE
2013-04-21,21,Apr,2013,-1.7,-9.5,2.3,TRUE,FALSE
2013-04-22,22,Apr,2013,2.9,-7,1.4,TRUE,FALSE
2013-04-23,23,Apr,2013,5.1,-4,0,TRUE,FALSE
2013-04-24,24,Apr,2013,5.9,3.1,13.4,TRUE,FALSE
2013-04-25,25,Apr,2013,3.4,-3.1,1.1,TRUE,FALSE
2013-04-26,26,Apr,2013,4.9,0.3,0,TRUE,FALSE
2013-04-27,27,Apr,2013,8.3,1.5,1.1,TRUE,FALSE
2013-04-28,28,Apr,2013,10.7,-1.4,0,TRUE,FALSE
2013-04-29,29,Apr,2013,10.3,8.7,0.7,TRUE,FALSE
2013-04-30,30,Apr,2013,13.3,9,1.1,TRUE,FALSE
2013-05-01,1,May,2013,16.1,7.4,0.7,TRUE,FALSE
2013-05-02,2,May,2013,15.1,3.7,0,TRUE,FALSE
2013-05-03,3,May,2013,14.3,3.7,0,TRUE,FALSE
2013-05-04,4,May,2013,15.6,5.6,0,TRUE,FALSE
2013-05-05,5,May,2013,13.4,1.3,0,TRUE,FALSE
2013-05-06,6,May,2013,14.4,2.5,0,TRUE,FALSE
2013-05-07,7,May,2013,14,1.5,0,TRUE,FALSE
2013-05-08,8,May,2013,14.1,2.4,0,TRUE,FALSE
2013-05-09,9,May,2013,15.2,9.1,0.2,TRUE,FALSE
2013-05-10,10,May,2013,6.5,3.9,32.8,TRUE,FALSE
2013-05-11,11,May,2013,7.6,4.3,1,TRUE,FALSE
2013-05-12,12,May,2013,4.3,1,3.4,TRUE,FALSE
2013-05-13,13,May,2013,4.3,-0.4,0.2,TRUE,FALSE
2013-05-14,14,May,2013,5.4,-3.1,0,TRUE,FALSE
2013-05-15,15,May,2013,11.4,3.5,0,TRUE,FALSE
2013-05-16,16,May,2013,7.4,0.7,0,TRUE,FALSE
2013-05-17,17,May,2013,8.5,-1.6,0,TRUE,FALSE
2013-05-18,18,May,2013,10.2,-1,0,TRUE,FALSE
2013-05-19,19,May,2013,11.9,4.1,2,TRUE,FALSE
2013-05-20,20,May,2013,16.8,10.3,1.9,TRUE,FALSE
2013-05-21,21,May,2013,13.2,12.1,9,TRUE,FALSE
2013-05-22,22,May,2013,16.8,12.2,40.9,TRUE,FALSE
2013-05-23,23,May,2013,7.8,0.7,4.4,TRUE,FALSE
2013-05-24,24,May,2013,4.5,-0.5,0.5,TRUE,FALSE
2013-05-25,25,May,2013,6,-1.5,0,TRUE,FALSE
2013-05-26,26,May,2013,8.5,0.4,0,TRUE,FALSE
2013-05-27,27,May,2013,9.2,-1.9,0,TRUE,FALSE
2013-05-28,28,May,2013,NA,-0.4,1.7,FALSE,FALSE
2013-05-29,29,May,2013,16.1,12.6,5.4,TRUE,FALSE
2013-05-30,30,May,2013,20.5,12.4,0,TRUE,FALSE
2013-05-31,31,May,2013,23.1,15.7,0.5,TRUE,FALSE
2014-03-01,1,Mar,2014,-11.1,-16.4,3.2,TRUE,FALSE
2014-03-02,2,Mar,2014,-17.2,-23.7,0.2,TRUE,FALSE
2014-03-03,3,Mar,2014,-20.9,-30.3,0.4,TRUE,FALSE
2014-03-04,4,Mar,2014,-17.7,-24.9,0.9,TRUE,FALSE
2014-03-05,5,Mar,2014,-18.6,-28.4,0.2,TRUE,FALSE
2014-03-06,6,Mar,2014,-18,-32.7,NA,FALSE,FALSE
2014-03-07,7,Mar,2014,-10.3,-24.5,0,TRUE,FALSE
2014-03-08,8,Mar,2014,-10,-18.9,0.4,TRUE,FALSE
2014-03-09,9,Mar,2014,-13.4,-24.6,6.2,TRUE,FALSE
2014-03-10,10,Mar,2014,-2.3,-6.5,1.1,TRUE,FALSE
2014-03-11,11,Mar,2014,1.6,-2.9,0,TRUE,FALSE
2014-03-12,12,Mar,2014,-10.7,-19.2,0.4,TRUE,FALSE
2014-03-13,13,Mar,2014,-15.3,-23.1,0.4,TRUE,FALSE
2014-03-14,14,Mar,2014,-2.3,-11.7,0.9,TRUE,FALSE
2014-03-15,15,Mar,2014,-7.5,-16.2,1.6,TRUE,FALSE
2014-03-16,16,Mar,2014,-18.4,-26.3,0.5,TRUE,FALSE
2014-03-17,17,Mar,2014,-17.2,-29.9,0.2,TRUE,FALSE
2014-03-18,18,Mar,2014,-7.1,-16.4,0,TRUE,FALSE
2014-03-19,19,Mar,2014,-2.3,-6.2,7.1,TRUE,FALSE
2014-03-20,20,Mar,2014,-1.4,-4.5,3.4,TRUE,FALSE
2014-03-21,21,Mar,2014,-3,-8.2,0.2,TRUE,FALSE
2014-03-22,22,Mar,2014,-4.5,-11.2,8.2,TRUE,FALSE
2014-03-23,23,Mar,2014,-16.5,-25.5,0.6,TRUE,FALSE
2014-03-24,24,Mar,2014,-16.8,-29.3,0.8,TRUE,FALSE
2014-03-25,25,Mar,2014,-14.3,-24.7,3.4,TRUE,FALSE
2014-03-26,26,Mar,2014,-15.1,-24.2,0.4,TRUE,FALSE
2014-03-27,27,Mar,2014,-11.6,-24.2,3.9,TRUE,FALSE
2014-03-28,28,Mar,2014,1.2,-2.2,6.6,TRUE,FALSE
2014-03-29,29,Mar,2014,-1.3,-4,0,TRUE,FALSE
2014-03-30,30,Mar,2014,1,-6.3,0,TRUE,FALSE
2014-03-31,31,Mar,2014,1.2,-9.3,0,TRUE,FALSE
2014-04-01,1,Apr,2014,0.5,-7.2,0.6,TRUE,FALSE
2014-04-02,2,Apr,2014,NA,-2.2,NA,FALSE,FALSE
2014-04-03,3,Apr,2014,-1.9,-9.1,0,TRUE,FALSE
2014-04-04,4,Apr,2014,0.4,-2.5,13.7,TRUE,FALSE
2014-04-05,5,Apr,2014,-1.7,-5.2,0.9,TRUE,FALSE
2014-04-06,6,Apr,2014,-0.2,-9.9,0.2,TRUE,FALSE
2014-04-07,7,Apr,2014,2.5,-6.7,7.4,TRUE,FALSE
2014-04-08,8,Apr,2014,2.1,-2.7,4.3,TRUE,FALSE
2014-04-09,9,Apr,2014,-0.4,-6.8,0.2,TRUE,FALSE
2014-04-10,10,Apr,2014,5.1,-4.9,2.9,TRUE,FALSE
2014-04-11,11,Apr,2014,4,-2.5,0.4,TRUE,FALSE
2014-04-12,12,Apr,2014,4.3,-3,1.3,TRUE,FALSE
2014-04-13,13,Apr,2014,4.2,1.7,10.9,TRUE,FALSE
2014-04-14,14,Apr,2014,8.8,-0.8,9.3,TRUE,FALSE
2014-04-15,15,Apr,2014,-5.8,-10.8,10.2,TRUE,FALSE
2014-04-16,16,Apr,2014,-8.6,-17.7,0.2,TRUE,FALSE
2014-04-17,17,Apr,2014,-1.5,-10.6,0,TRUE,FALSE
2014-04-18,18,Apr,2014,2.5,-1.2,4.9,TRUE,FALSE
2014-04-19,19,Apr,2014,2.6,-3.7,0,TRUE,FALSE
2014-04-20,20,Apr,2014,5.2,-4.9,0,TRUE,FALSE
2014-04-21,21,Apr,2014,10,2,6.1,TRUE,FALSE
2014-04-22,22,Apr,2014,5.3,1.2,12.9,TRUE,FALSE
2014-04-23,23,Apr,2014,2.4,-3.2,0,TRUE,FALSE
2014-04-24,24,Apr,2014,2.3,-5,0.2,TRUE,FALSE
2014-04-25,25,Apr,2014,4.4,-1,3.3,TRUE,FALSE
2014-04-26,26,Apr,2014,3,0.7,2.1,TRUE,FALSE
2014-04-27,27,Apr,2014,4.8,-1.1,0,TRUE,FALSE
2014-04-28,28,Apr,2014,5.3,-2.5,0,TRUE,FALSE
2014-04-29,29,Apr,2014,7.4,5.1,10.1,TRUE,FALSE
2014-04-30,30,Apr,2014,5.3,4.1,5.8,TRUE,FALSE
2014-05-01,1,May,2014,7.4,4.2,2.8,TRUE,FALSE
2014-05-02,2,May,2014,6.4,4,0.2,TRUE,FALSE
2014-05-03,3,May,2014,8.2,4.7,11.1,TRUE,FALSE
2014-05-04,4,May,2014,4.7,-1.1,1.6,TRUE,FALSE
2014-05-05,5,May,2014,5.6,-2,0.2,TRUE,FALSE
2014-05-06,6,May,2014,4.1,-2.5,0,TRUE,FALSE
2014-05-07,7,May,2014,6.1,-3.9,0,TRUE,FALSE
2014-05-08,8,May,2014,9.2,-1.5,4.5,TRUE,FALSE
2014-05-09,9,May,2014,15.1,5.9,9.9,TRUE,FALSE
2014-05-10,10,May,2014,9.8,3.1,0.6,TRUE,FALSE
2014-05-11,11,May,2014,10,-0.9,0.2,TRUE,FALSE
2014-05-12,12,May,2014,9.9,1.7,3.7,TRUE,FALSE
2014-05-13,13,May,2014,13.1,8.1,6.5,TRUE,FALSE
2014-05-14,14,May,2014,16.5,11.9,0.3,TRUE,FALSE
2014-05-15,15,May,2014,16.3,10.9,2.8,TRUE,FALSE
2014-05-16,16,May,2014,6,-0.6,11.9,TRUE,FALSE
2014-05-17,17,May,2014,5.1,-1.7,0,TRUE,FALSE
2014-05-18,18,May,2014,6,-2.8,0,TRUE,FALSE
2014-05-19,19,May,2014,10.1,-0.4,NA,FALSE,FALSE
2014-05-20,20,May,2014,11.9,1.2,0,TRUE,FALSE
2014-05-21,21,May,2014,14.1,6,0.6,TRUE,FALSE
2014-05-22,22,May,2014,15.1,9.1,0.6,TRUE,FALSE
2014-05-23,23,May,2014,13.6,8.1,5.4,TRUE,FALSE
2014-05-24,24,May,2014,14.4,5.4,0.2,TRUE,FALSE
2014-05-25,25,May,2014,16.2,6.4,0.2,TRUE,FALSE
2014-05-26,26,May,2014,20.1,12.7,0,TRUE,FALSE
2014-05-27,27,May,2014,18,8.3,0,TRUE,FALSE
2014-05-28,28,May,2014,13,8.3,0,TRUE,FALSE
2014-05-29,29,May,2014,12.1,2.6,NA,FALSE,FALSE
2014-05-30,30,May,2014,13.8,5.4,0,TRUE,FALSE
2014-05-31,31,May,2014,13.1,2.3,0,TRUE,FALSE
2015-03-01,1,Mar,2015,-14.4,-25,0,TRUE,FALSE
2015-03-02,2,Mar,2015,-14.1,-23.6,0.2,TRUE,FALSE
2015-03-03,3,Mar,2015,-16.8,-28.3,5,TRUE,FALSE
2015-03-04,4,Mar,2015,-9.2,-15.7,0.6,TRUE,FALSE
2015-03-05,5,Mar,2015,-19.1,-27.8,0.4,TRUE,FALSE
2015-03-06,6,Mar,2015,-18.6,-31.4,0.7,TRUE,FALSE
2015-03-07,7,Mar,2015,-7.8,-12.3,0.6,TRUE,FALSE
2015-03-08,8,Mar,2015,-6.7,-12.2,1.4,TRUE,FALSE
2015-03-09,9,Mar,2015,-3.2,-10.5,0.2,TRUE,FALSE
2015-03-10,10,Mar,2015,2.5,-4.5,0.4,TRUE,FALSE
2015-03-11,11,Mar,2015,2.1,-3.8,1,TRUE,FALSE
2015-03-12,12,Mar,2015,-6.4,-11.2,0.4,TRUE,FALSE
2015-03-13,13,Mar,2015,-3.1,-8.6,3.6,TRUE,FALSE
2015-03-14,14,Mar,2015,0.3,-2.5,3,TRUE,FALSE
2015-03-15,15,Mar,2015,-1.1,-6.4,0.7,TRUE,FALSE
2015-03-16,16,Mar,2015,1.6,-6.3,2.8,TRUE,FALSE
2015-03-17,17,Mar,2015,-4.9,-11.6,1.9,TRUE,FALSE
2015-03-18,18,Mar,2015,-10.9,-19.2,1.3,TRUE,FALSE
2015-03-19,19,Mar,2015,-10.9,-23.3,0.9,TRUE,FALSE
2015-03-20,20,Mar,2015,-1.3,-10,0.6,TRUE,FALSE
2015-03-21,21,Mar,2015,-6,-13.3,5.5,TRUE,FALSE
2015-03-22,22,Mar,2015,-15.5,-22.1,0.4,TRUE,FALSE
2015-03-23,23,Mar,2015,-15.5,-25.4,1.1,TRUE,FALSE
2015-03-24,24,Mar,2015,-9.4,-22.4,0.7,TRUE,FALSE
2015-03-25,25,Mar,2015,-5,-16.8,4.4,TRUE,FALSE
2015-03-26,26,Mar,2015,0.6,-2,2.3,TRUE,FALSE
2015-03-27,27,Mar,2015,-11.1,-20.2,1.9,TRUE,FALSE
2015-03-28,28,Mar,2015,-13.7,-24.5,0.9,TRUE,FALSE
2015-03-29,29,Mar,2015,-8.4,-21.1,1.4,TRUE,FALSE
2015-03-30,30,Mar,2015,0.2,-3.5,4.9,TRUE,FALSE
2015-03-31,31,Mar,2015,-5.5,-12.7,1.5,TRUE,FALSE
2015-04-01,1,Apr,2015,-5.6,-17,0.5,TRUE,FALSE
2015-04-02,2,Apr,2015,7.3,-1.2,5.5,TRUE,FALSE
2015-04-03,3,Apr,2015,4.4,-2.5,1.6,TRUE,FALSE
2015-04-04,4,Apr,2015,-3.3,-7.1,0.2,TRUE,FALSE
2015-04-05,5,Apr,2015,-4.7,-11.2,1.1,TRUE,FALSE
2015-04-06,6,Apr,2015,-4,-8.8,1.3,TRUE,FALSE
2015-04-07,7,Apr,2015,0.3,-6.1,0.9,TRUE,FALSE
2015-04-08,8,Apr,2015,-2,-6.9,1.4,TRUE,FALSE
2015-04-09,9,Apr,2015,1.1,-2.1,8.1,TRUE,FALSE
2015-04-10,10,Apr,2015,4.8,0.2,5.4,TRUE,FALSE
2015-04-11,11,Apr,2015,3.5,-1,0.2,TRUE,FALSE
2015-04-12,12,Apr,2015,5.7,-4.1,1,TRUE,FALSE
2015-04-13,13,Apr,2015,7.8,-4.4,6.8,TRUE,FALSE
2015-04-14,14,Apr,2015,5.9,-2,NA,FALSE,FALSE
2015-04-15,15,Apr,2015,NA,-4.6,NA,FALSE,FALSE
2015-04-16,16,Apr,2015,5.6,-6.3,0,TRUE,FALSE
2015-04-17,17,Apr,2015,8.5,-1.9,0,TRUE,FALSE
2015-04-18,18,Apr,2015,4.5,-3.3,0,TRUE,FALSE
2015-04-19,19,Apr,2015,4.6,-3.7,0,TRUE,FALSE
2015-04-20,20,Apr,2015,7.6,3.9,14.5,TRUE,FALSE
2015-04-21,21,Apr,2015,4.5,1.1,2.9,TRUE,FALSE
2015-04-22,22,Apr,2015,2.8,-2.1,2.5,TRUE,FALSE
2015-04-23,23,Apr,2015,-0.9,-3.5,0.7,TRUE,FALSE
2015-04-24,24,Apr,2015,0.1,-4.2,0.2,TRUE,FALSE
2015-04-25,25,Apr,2015,2.3,-5,0,TRUE,FALSE
2015-04-26,26,Apr,2015,4.9,1.3,0.4,TRUE,FALSE
2015-04-27,27,Apr,2015,5.7,1.2,0.5,TRUE,FALSE
2015-04-28,28,Apr,2015,9.8,0.5,0,TRUE,FALSE
2015-04-29,29,Apr,2015,10.1,-0.7,0,TRUE,FALSE
2015-04-30,30,Apr,2015,9.7,0.4,0,TRUE,FALSE
2015-05-01,1,May,2015,10.9,1.3,0,TRUE,FALSE
2015-05-02,2,May,2015,10.6,-1.2,0,TRUE,FALSE
2015-05-03,3,May,2015,12.3,1.4,NA,FALSE,FALSE
2015-05-04,4,May,2015,14.2,4.7,2.8,TRUE,FALSE
2015-05-05,5,May,2015,10.4,0.9,0,TRUE,FALSE
2015-05-06,6,May,2015,11.3,-1.2,0,TRUE,FALSE
2015-05-07,7,May,2015,13.6,0.7,0,TRUE,FALSE
2015-05-08,8,May,2015,18,6.6,0,TRUE,FALSE
2015-05-09,9,May,2015,20.6,12.9,6.1,TRUE,FALSE
2015-05-10,10,May,2015,12.6,8.3,11,TRUE,FALSE
2015-05-11,11,May,2015,11.2,8,27.1,TRUE,FALSE
2015-05-12,12,May,2015,9.9,4.3,3.2,TRUE,FALSE
2015-05-13,13,May,2015,5.8,-1.9,0,TRUE,FALSE
2015-05-14,14,May,2015,7.6,-3.3,0,TRUE,FALSE
2015-05-15,15,May,2015,10.5,2.8,2.8,TRUE,FALSE
2015-05-16,16,May,2015,12.6,7.8,0,TRUE,FALSE
2015-05-17,17,May,2015,14.8,4,0,TRUE,FALSE
2015-05-18,18,May,2015,19,10.3,3.9,TRUE,FALSE
2015-05-19,19,May,2015,9.2,1.9,3,TRUE,FALSE
2015-05-20,20,May,2015,6.8,-0.4,0.4,TRUE,FALSE
2015-05-21,21,May,2015,11.3,4,0,TRUE,FALSE
2015-05-22,22,May,2015,1.6,-4.1,0,TRUE,FALSE
2015-05-23,23,May,2015,5.8,-5.9,0,TRUE,FALSE
2015-05-24,24,May,2015,16.1,6.5,0,TRUE,FALSE
2015-05-25,25,May,2015,14.7,11.5,26.3,TRUE,FALSE
2015-05-26,26,May,2015,22.1,16.4,0,TRUE,FALSE
2015-05-27,27,May,2015,20.1,15.1,5.2,TRUE,FALSE
2015-05-28,28,May,2015,14.7,8.2,0.7,TRUE,FALSE
2015-05-29,29,May,2015,16,6.1,2.6,TRUE,FALSE
2015-05-30,30,May,2015,14,7.3,3.2,TRUE,FALSE
2015-05-31,31,May,2015,8.5,4.3,0,TRUE,FALSE
2016-03-01,1,Mar,2016,-18.9,-27.4,17.3,TRUE,FALSE
2016-03-02,2,Mar,2016,-17.8,-27.2,7.4,TRUE,FALSE
2016-03-03,3,Mar,2016,-21.7,-35.8,0.4,TRUE,FALSE
2016-03-04,4,Mar,2016,-15,-27.6,0,TRUE,FALSE
2016-03-05,5,Mar,2016,-12.6,-23.8,0,TRUE,FALSE
2016-03-06,6,Mar,2016,-9.4,-20.9,0,TRUE,FALSE
2016-03-07,7,Mar,2016,-0.8,-6.1,0.7,TRUE,FALSE
2016-03-08,8,Mar,2016,1.2,-6.3,0,TRUE,FALSE
2016-03-09,9,Mar,2016,5.1,-0.3,4.7,TRUE,FALSE
2016-03-10,10,Mar,2016,1.8,-0.7,0.4,TRUE,FALSE
2016-03-11,11,Mar,2016,-2.5,-7.5,0.2,TRUE,FALSE
2016-03-12,12,Mar,2016,1.3,-9.1,0,TRUE,FALSE
2016-03-13,13,Mar,2016,2.3,-4.1,0,TRUE,FALSE
2016-03-14,14,Mar,2016,1.9,-0.4,6.7,TRUE,FALSE
2016-03-15,15,Mar,2016,3.9,1.1,0.7,TRUE,FALSE
2016-03-16,16,Mar,2016,2.1,0.4,11,TRUE,FALSE
2016-03-17,17,Mar,2016,2,-1.8,1.3,TRUE,FALSE
2016-03-18,18,Mar,2016,-4.3,-9.3,0.2,TRUE,FALSE
2016-03-19,19,Mar,2016,-7,-13.3,0.3,TRUE,FALSE
2016-03-20,20,Mar,2016,-7.1,-17.2,0,TRUE,FALSE
2016-03-21,21,Mar,2016,-5.8,-11.3,0,TRUE,FALSE
2016-03-22,22,Mar,2016,-6.5,-14.5,2.2,TRUE,FALSE
2016-03-23,23,Mar,2016,-2.3,-5.3,0.2,TRUE,FALSE
2016-03-24,24,Mar,2016,-5.4,-7.3,32.2,TRUE,FALSE
2016-03-25,25,Mar,2016,-3.7,-9.6,0.5,TRUE,FALSE
2016-03-26,26,Mar,2016,-2.2,-14,0.2,TRUE,FALSE
2016-03-27,27,Mar,2016,3.5,-7.3,0,TRUE,FALSE
2016-03-28,28,Mar,2016,-0.3,-4.3,27.3,TRUE,FALSE
2016-03-29,29,Mar,2016,-2.6,-8.6,0.2,TRUE,FALSE
2016-03-30,30,Mar,2016,0.4,-9.2,3.1,TRUE,FALSE
2016-03-31,31,Mar,2016,6.1,0.9,35,TRUE,FALSE
2016-04-01,1,Apr,2016,3.5,-2.2,1.6,TRUE,FALSE
2016-04-02,2,Apr,2016,-3.2,-7.7,0.7,TRUE,FALSE
2016-04-03,3,Apr,2016,-9.9,-13.4,1,TRUE,FALSE
2016-04-04,4,Apr,2016,-9.4,-15.5,0.3,TRUE,FALSE
2016-04-05,5,Apr,2016,-9.9,-19.8,0.2,TRUE,FALSE
2016-04-06,6,Apr,2016,-4.8,-8,23.1,TRUE,FALSE
2016-04-07,7,Apr,2016,-0.8,-4.9,7.5,TRUE,FALSE
2016-04-08,8,Apr,2016,-6.8,-11.2,1.3,TRUE,FALSE
2016-04-09,9,Apr,2016,-10.9,-18.8,0.3,TRUE,FALSE
2016-04-10,10,Apr,2016,-11,-23.1,4,TRUE,FALSE
2016-04-11,11,Apr,2016,1.8,-3.8,4.8,TRUE,FALSE
2016-04-12,12,Apr,2016,NA,-3.5,NA,FALSE,FALSE
2016-04-13,13,Apr,2016,-3.1,-13,0.2,TRUE,FALSE
2016-04-14,14,Apr,2016,0.3,-9.9,0,TRUE,FALSE
2016-04-15,15,Apr,2016,3.9,-7.2,0,TRUE,FALSE
2016-04-16,16,Apr,2016,7.1,-3.9,0,TRUE,FALSE
2016-04-17,17,Apr,2016,8.1,-4.5,0,TRUE,FALSE
2016-04-18,18,Apr,2016,5.8,-2.8,1.1,TRUE,FALSE
2016-04-19,19,Apr,2016,5,-2.7,0,TRUE,FALSE
2016-04-20,20,Apr,2016,6.3,-4.8,0,TRUE,FALSE
2016-04-21,21,Apr,2016,8.8,-2.8,2.2,TRUE,FALSE
2016-04-22,22,Apr,2016,3.6,-1.3,8,TRUE,FALSE
2016-04-23,23,Apr,2016,1.8,-4.4,0.2,TRUE,FALSE
2016-04-24,24,Apr,2016,3.6,-4,0,TRUE,FALSE
2016-04-25,25,Apr,2016,0.5,-3.7,0,TRUE,FALSE
2016-04-26,26,Apr,2016,3.5,-3,0,TRUE,FALSE
2016-04-27,27,Apr,2016,1.2,-5.9,0,TRUE,FALSE
2016-04-28,28,Apr,2016,2.3,-5.8,0,TRUE,FALSE
2016-04-29,29,Apr,2016,3.9,-3.8,0,TRUE,FALSE
2016-04-30,30,Apr,2016,5.6,-4.4,0,TRUE,FALSE
2016-05-01,1,May,2016,4.4,-1.7,0,TRUE,FALSE
2016-05-02,2,May,2016,6.2,-1.8,0,TRUE,FALSE
2016-05-03,3,May,2016,7.4,-2.8,0,TRUE,FALSE
2016-05-04,4,May,2016,7.9,-1.3,0,TRUE,FALSE
2016-05-05,5,May,2016,9.2,0.3,0,TRUE,FALSE
2016-05-06,6,May,2016,10.6,-1.8,0,TRUE,FALSE
2016-05-07,7,May,2016,9.2,-0.3,13.3,TRUE,FALSE
2016-05-08,8,May,2016,3.5,-2.5,0,TRUE,FALSE
2016-05-09,9,May,2016,3.9,-3.4,0,TRUE,FALSE
2016-05-10,10,May,2016,7.7,-3.5,0,TRUE,FALSE
2016-05-11,11,May,2016,10.7,-1.6,0,TRUE,FALSE
2016-05-12,12,May,2016,13.8,1.3,0,TRUE,FALSE
2016-05-13,13,May,2016,11.1,5.1,8.7,TRUE,FALSE
2016-05-14,14,May,2016,6.6,2.5,16.5,TRUE,FALSE
2016-05-15,15,May,2016,1.8,-1,0.8,TRUE,FALSE
2016-05-16,16,May,2016,5.5,-1.6,0,TRUE,FALSE
2016-05-17,17,May,2016,5.5,-2.8,0,TRUE,FALSE
2016-05-18,18,May,2016,7.1,-1.8,0,TRUE,FALSE
2016-05-19,19,May,2016,12.2,5,0,TRUE,FALSE
2016-05-20,20,May,2016,12.8,1.1,0,TRUE,FALSE
2016-05-21,21,May,2016,14.2,4.6,0,TRUE,FALSE
2016-05-22,22,May,2016,13.3,4.9,0,TRUE,FALSE
2016-05-23,23,May,2016,14.3,1.6,0,TRUE,FALSE
2016-05-24,24,May,2016,15.7,2.3,0,TRUE,FALSE
2016-05-25,25,May,2016,17,9.5,0,TRUE,FALSE
2016-05-26,26,May,2016,15.7,8.4,11.4,TRUE,FALSE
2016-05-27,27,May,2016,20.5,12.4,0,TRUE,FALSE
2016-05-28,28,May,2016,21.3,11.6,0,TRUE,FALSE
2016-05-29,29,May,2016,22.8,15.2,1.2,TRUE,FALSE
2016-05-30,30,May,2016,17.6,12.7,0,TRUE,FALSE
2016-05-31,31,May,2016,11.6,5.1,0,TRUE,FALSE
2017-03-01,1,Mar,2017,-4.6,-12.1,24.7,TRUE,FALSE
2017-03-02,2,Mar,2017,-16.5,-24.4,2.2,TRUE,FALSE
2017-03-03,3,Mar,2017,-20.9,-28.8,1.2,TRUE,FALSE
2017-03-04,4,Mar,2017,-22.6,-32.3,0.2,TRUE,FALSE
2017-03-05,5,Mar,2017,-18.8,-33.7,0,TRUE,FALSE
2017-03-06,6,Mar,2017,-3.7,-7.8,2.7,TRUE,FALSE
2017-03-07,7,Mar,2017,4,-0.7,9.6,TRUE,FALSE
2017-03-08,8,Mar,2017,0.3,-5.3,1.1,TRUE,FALSE
2017-03-09,9,Mar,2017,-5.5,-8.4,0.2,TRUE,FALSE
2017-03-10,10,Mar,2017,-15.5,-23.3,0.4,TRUE,FALSE
2017-03-11,11,Mar,2017,-20.9,-27.7,0.2,TRUE,FALSE
2017-03-12,12,Mar,2017,-19.4,-28.4,0,TRUE,FALSE
2017-03-13,13,Mar,2017,-18.2,-27,0,TRUE,FALSE
2017-03-14,14,Mar,2017,-14.1,-20.3,0.7,TRUE,FALSE
2017-03-15,15,Mar,2017,-9.6,-14,2.7,TRUE,FALSE
2017-03-16,16,Mar,2017,-9,-16.3,0,TRUE,FALSE
2017-03-17,17,Mar,2017,-8.4,-21.6,0,TRUE,FALSE
2017-03-18,18,Mar,2017,-5.1,-14.3,0,TRUE,FALSE
2017-03-19,19,Mar,2017,-4,-15.1,0,TRUE,FALSE
2017-03-20,20,Mar,2017,-0.6,-9.2,0,TRUE,FALSE
2017-03-21,21,Mar,2017,-1.7,-11.7,0.5,TRUE,FALSE
2017-03-22,22,Mar,2017,-12.3,-18.3,0.4,TRUE,FALSE
2017-03-23,23,Mar,2017,-9.1,-21.2,0,TRUE,FALSE
2017-03-24,24,Mar,2017,-1.2,-3.8,19.7,TRUE,FALSE
2017-03-25,25,Mar,2017,-5.3,-11.1,0.4,TRUE,FALSE
2017-03-26,26,Mar,2017,-6.5,-11.2,0.4,TRUE,FALSE
2017-03-27,27,Mar,2017,3,-1.7,6.6,TRUE,FALSE
2017-03-28,28,Mar,2017,1.2,-4.2,0.5,TRUE,FALSE
2017-03-29,29,Mar,2017,-1.1,-6.8,0.2,TRUE,FALSE
2017-03-30,30,Mar,2017,-1.5,-8.5,0,TRUE,FALSE
