x,y,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,MAX_TEMPERATURE,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,SPEED_MAX_GUST,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,LOCAL_DATE,SNOW_ON_GROUND,LOCAL_MONTH,LOCAL_YEAR,COOLING_DEGREE_DAYS,ID,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,PROVINCE_CODE,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY,STATION_NAME,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,0,-2.4,33,,0,,-27.6,M,2016-03-04,76,3,2016,0,6080192.2016.3.4,,,ON,-15,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,,6080192,,,0,0,-1.3,30.6,,0,,-23.8,M,2016-03-05,74,3,2016,0,6080192.2016.3.5,,,ON,-12.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,0,2.2,27.4,,0,,-20.9,M,2016-03-06,72,3,2016,0,6080192.2016.3.6,,,ON,-9.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,,6080192,,,0,0.7,4.5,18.8,,0,,-6.1,M,2016-03-07,70,3,2016,0,6080192.2016.3.7,,,ON,-0.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,0,8.7,16.8,,0,,-6.3,M,2016-03-08,66,3,2016,0,6080192.2016.3.8,,,ON,1.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,,,6080192,,,0,4.7,10.5,12.9,,0,,-0.3,M,2016-03-09,57,3,2016,0,6080192.2016.3.9,,,ON,5.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,0.4,4.2,16.2,,0,,-0.7,M,2016-03-10,48,3,2016,0,6080192.2016.3.10,,,ON,1.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,0.2,2.6,20.5,,0,,-7.5,M,2016-03-11,46,3,2016,0,6080192.2016.3.11,,,ON,-2.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,,,,6080192,,,0,0,11.6,16.7,,0,,-9.1,M,2016-03-12,45,3,2016,0,6080192.2016.3.12,,,ON,1.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,,6080192,,,0,0,8.6,15.7,,0,,-4.1,M,2016-03-13,41,3,2016,0,6080192.2016.3.13,,,ON,2.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,0,6.7,4.2,16.1,,0,,-0.4,M,2016-03-14,39,3,2016,0,6080192.2016.3.14,,,ON,1.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,,6080192,,,0,0.7,6.6,14.1,,0,,1.1,M,2016-03-15,34,3,2016,0,6080192.2016.3.15,,,ON,3.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,,,6080192,,,12,11,3.8,15.9,,41,,0.4,M,2016-03-16,30,3,2016,0,6080192.2016.3.16,,,ON,2.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,,,6080192,,,0,1.3,5.7,16,,0,,-1.8,M,2016-03-17,26,3,2016,0,6080192.2016.3.17,,,ON,2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,,,6080192,,,0,0.2,0.7,22.3,,0,,-9.3,M,2016-03-18,24,3,2016,0,6080192.2016.3.18,,,ON,-4.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,,6080192,,,0,0.3,-0.7,25,,0,,-13.3,M,2016-03-19,24,3,2016,0,6080192.2016.3.19,,,ON,-7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,0,3.1,25.1,,0,,-17.2,M,2016-03-20,23,3,2016,0,6080192.2016.3.20,,,ON,-7.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,,6080192,,,0,0,-0.2,23.8,,0,,-11.3,M,2016-03-21,22,3,2016,0,6080192.2016.3.21,,,ON,-5.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,,6080192,,,0,2.2,1.5,24.5,,0,,-14.5,M,2016-03-22,23,3,2016,0,6080192.2016.3.22,,,ON,-6.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,,6080192,,,0,0.2,0.7,20.3,,0,,-5.3,M,2016-03-23,26,3,2016,0,6080192.2016.3.23,,,ON,-2.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,,6080192,,,0,32.2,-3.4,23.4,,0,,-7.3,M,2016-03-24,24,3,2016,0,6080192.2016.3.24,,,ON,-5.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,,6080192,,,0,0.5,2.3,21.7,,0,,-9.6,M,2016-03-25,33,3,2016,0,6080192.2016.3.25,,,ON,-3.7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,,6080192,,,0,0.2,9.6,20.2,,0,,-14,M,2016-03-26,32,3,2016,0,6080192.2016.3.26,,,ON,-2.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,0,14.3,14.5,,0,,-7.3,M,2016-03-27,31,3,2016,0,6080192.2016.3.27,,,ON,3.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,3,27.3,3.8,18.3,,35,,-4.3,M,2016-03-28,28,3,2016,0,6080192.2016.3.28,,,ON,-0.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,0,0.2,3.4,20.6,,0,,-8.6,M,2016-03-29,30,3,2016,0,6080192.2016.3.29,,,ON,-2.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,,,,6080192,,,0,3.1,9.9,17.6,,0,,-9.2,M,2016-03-30,29,3,2016,0,6080192.2016.3.30,,,ON,0.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,31,,,,6080192,,,0,35,11.2,11.9,,0,,0.9,M,2016-03-31,27,3,2016,0,6080192.2016.3.31,,,ON,6.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,,6080192,,,23,1.6,9.1,14.5,,33,,-2.2,M,2016-04-01,17,4,2016,0,6080192.2016.4.1,,,ON,3.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,0,0.7,1.3,21.2,,0,,-7.7,M,2016-04-02,15,4,2016,0,6080192.2016.4.2,,,ON,-3.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,33,1,-6.3,27.9,,32,,-13.4,M,2016-04-03,15,4,2016,0,6080192.2016.4.3,,,ON,-9.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,0.3,-3.2,27.4,,0,,-15.5,M,2016-04-04,15,4,2016,0,6080192.2016.4.4,,,ON,-9.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,,6080192,,,0,0.2,0,27.9,,0,,-19.8,M,2016-04-05,15,4,2016,0,6080192.2016.4.5,,,ON,-9.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,23.1,-1.6,22.8,,0,,-8,M,2016-04-06,14,4,2016,0,6080192.2016.4.6,,,ON,-4.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,,6080192,,,0,7.5,3.4,18.8,,0,,-4.9,M,2016-04-07,34,4,2016,0,6080192.2016.4.7,,,ON,-0.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,1.3,-2.4,24.8,,0,,-11.2,M,2016-04-08,28,4,2016,0,6080192.2016.4.8,,,ON,-6.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,,,6080192,,,0,0.3,-2.9,28.9,,0,,-18.8,M,2016-04-09,28,4,2016,0,6080192.2016.4.9,,,ON,-10.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,4,1.2,29,,0,,-23.1,M,2016-04-10,27,4,2016,0,6080192.2016.4.10,,,ON,-11,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,4.8,7.4,16.2,,0,,-3.8,M,2016-04-11,33,4,2016,0,6080192.2016.4.11,,,ON,1.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,M,,,6080192,,,0,,,,,0,E,-3.5,M,2016-04-12,27,4,2016,,6080192.2016.4.12,M,M,ON,,M,,ALGONQUIN PARK EAST GATE,,M,,M,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,,6080192,,,0,0.2,6.9,21.1,,0,,-13,M,2016-04-13,26,4,2016,0,6080192.2016.4.13,,,ON,-3.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,0,0,10.5,17.7,,0,,-9.9,M,2016-04-14,21,4,2016,0,6080192.2016.4.14,,,ON,0.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,,6080192,,,0,0,14.9,14.1,,0,,-7.2,M,2016-04-15,17,4,2016,0,6080192.2016.4.15,,,ON,3.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,,,6080192,,,0,0,18.1,10.9,,0,,-3.9,M,2016-04-16,11,4,2016,0,6080192.2016.4.16,,,ON,7.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,,,6080192,,,0,0,20.7,9.9,,0,,-4.5,M,2016-04-17,4,4,2016,0,6080192.2016.4.17,,,ON,8.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,,,6080192,,,0,1.1,14.4,12.2,,0,,-2.8,M,2016-04-18,1,4,2016,0,6080192.2016.4.18,,,ON,5.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,,6080192,,,0,0,12.6,13,,0,,-2.7,M,2016-04-19,1,4,2016,0,6080192.2016.4.19,,,ON,5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,0,17.4,11.7,,0,,-4.8,M,2016-04-20,1,4,2016,0,6080192.2016.4.20,,,ON,6.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,,6080192,,,0,2.2,20.3,9.2,,0,,-2.8,M,2016-04-21,,4,2016,0,6080192.2016.4.21,,,ON,8.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,,6080192,,,0,8,8.5,14.4,,0,,-1.3,M,2016-04-22,,4,2016,0,6080192.2016.4.22,,,ON,3.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,,6080192,,,0,0.2,7.9,16.2,,0,,-4.4,M,2016-04-23,,4,2016,0,6080192.2016.4.23,,,ON,1.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,,6080192,,,0,0,11.1,14.4,,0,,-4,M,2016-04-24,,4,2016,0,6080192.2016.4.24,,,ON,3.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,,6080192,,,0,0,4.7,17.5,,0,,-3.7,M,2016-04-25,,4,2016,0,6080192.2016.4.25,,,ON,0.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,,6080192,,,0,0,10,14.5,,0,,-3,M,2016-04-26,,4,2016,0,6080192.2016.4.26,,,ON,3.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,0,8.3,16.8,,0,,-5.9,M,2016-04-27,,4,2016,0,6080192.2016.4.27,,,ON,1.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,0,0,10.4,15.7,,0,,-5.8,M,2016-04-28,,4,2016,0,6080192.2016.4.28,,,ON,2.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,0,0,11.5,14.1,,0,,-3.8,M,2016-04-29,,4,2016,0,6080192.2016.4.29,,,ON,3.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,,,,6080192,,,0,0,15.6,12.4,,0,,-4.4,M,2016-04-30,,4,2016,0,6080192.2016.4.30,,,ON,5.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,,6080192,,,11,0,10.4,13.6,,32,,-1.7,M,2016-05-01,,5,2016,0,6080192.2016.5.1,,,ON,4.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,0,0,14.1,11.8,,0,,-1.8,M,2016-05-02,,5,2016,0,6080192.2016.5.2,,,ON,6.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,0,0,17.6,10.6,,0,,-2.8,M,2016-05-03,,5,2016,0,6080192.2016.5.3,,,ON,7.4,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,0,17,10.1,,0,,-1.3,M,2016-05-04,,5,2016,0,6080192.2016.5.4,,,ON,7.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,,6080192,,,12,0,18.1,8.8,,32,,0.3,M,2016-05-05,,5,2016,0,6080192.2016.5.5,,,ON,9.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,0,22.9,7.4,,0,,-1.8,M,2016-05-06,,5,2016,0,6080192.2016.5.6,,,ON,10.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,,6080192,,,0,13.3,18.6,8.8,,0,,-0.3,M,2016-05-07,,5,2016,0,6080192.2016.5.7,,,ON,9.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,0,9.5,14.5,,0,,-2.5,M,2016-05-08,,5,2016,0,6080192.2016.5.8,,,ON,3.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,,,6080192,,,3,0,11.1,14.1,,37,,-3.4,M,2016-05-09,,5,2016,0,6080192.2016.5.9,,,ON,3.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,0,18.9,10.3,,0,,-3.5,M,2016-05-10,,5,2016,0,6080192.2016.5.10,,,ON,7.7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,0,23,7.3,,0,,-1.6,M,2016-05-11,,5,2016,0,6080192.2016.5.11,,,ON,10.7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,,,,6080192,,,0,0,26.3,4.2,,0,,1.3,M,2016-05-12,,5,2016,0,6080192.2016.5.12,,,ON,13.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,,6080192,,,29,8.7,17.1,6.9,,35,,5.1,M,2016-05-13,,5,2016,0,6080192.2016.5.13,,,ON,11.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,27,16.5,10.7,11.4,,35,,2.5,M,2016-05-14,,5,2016,0,6080192.2016.5.14,,,ON,6.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,,6080192,,,0,0.8,4.5,16.2,,0,,-1,M,2016-05-15,,5,2016,0,6080192.2016.5.15,,,ON,1.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,,,6080192,,,33,0,12.6,12.5,,32,,-1.6,M,2016-05-16,,5,2016,0,6080192.2016.5.16,,,ON,5.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,,,6080192,,,0,0,13.8,12.5,,0,,-2.8,M,2016-05-17,,5,2016,0,6080192.2016.5.17,,,ON,5.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,,,6080192,,,0,0,15.9,10.9,,0,,-1.8,M,2016-05-18,,5,2016,0,6080192.2016.5.18,,,ON,7.1,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,,6080192,,,0,0,19.4,5.8,,0,,5,M,2016-05-19,,5,2016,0,6080192.2016.5.19,,,ON,12.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,0,24.5,5.2,,0,,1.1,M,2016-05-20,,5,2016,0,6080192.2016.5.20,,,ON,12.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,,6080192,,,0,0,23.7,3.8,,0,,4.6,M,2016-05-21,,5,2016,0,6080192.2016.5.21,,,ON,14.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,,6080192,,,0,0,21.6,4.7,,0,,4.9,M,2016-05-22,,5,2016,0,6080192.2016.5.22,,,ON,13.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,,6080192,,,0,0,26.9,3.7,,0,,1.6,M,2016-05-23,,5,2016,0,6080192.2016.5.23,,,ON,14.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,,6080192,,,0,0,29.1,2.3,,0,,2.3,M,2016-05-24,,5,2016,0,6080192.2016.5.24,,,ON,15.7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,,6080192,,,0,0,24.5,1,,0,,9.5,M,2016-05-25,,5,2016,0,6080192.2016.5.25,,,ON,17,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,,6080192,,,0,11.4,23,2.3,,0,,8.4,M,2016-05-26,,5,2016,0,6080192.2016.5.26,,,ON,15.7,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,0,28.5,0,,0,,12.4,M,2016-05-27,,5,2016,2.5,6080192.2016.5.27,,,ON,20.5,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,0,0,31,0,,0,,11.6,M,2016-05-28,,5,2016,3.3,6080192.2016.5.28,,,ON,21.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,0,1.2,30.3,0,,0,,15.2,M,2016-05-29,,5,2016,4.8,6080192.2016.5.29,,,ON,22.8,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,,,,6080192,,,24,0,22.4,0.4,,33,,12.7,M,2016-05-30,,5,2016,0,6080192.2016.5.30,,,ON,17.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,31,,,,6080192,,,0,0,18.1,6.4,,0,,5.1,M,2016-05-31,,5,2016,0,6080192.2016.5.31,,,ON,11.6,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,,6080192,,,0,0,23.2,5.1,,0,,2.5,M,2016-06-01,,6,2016,0,6080192.2016.6.1,,,ON,12.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,23,0.7,26.3,0,,33,,10,M,2016-06-02,,6,2016,0.2,6080192.2016.6.2,,,ON,18.2,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,0,0,23.7,2.7,,0,,6.8,M,2016-06-03,,6,2016,0,6080192.2016.6.3,,,ON,15.3,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,0,24.3,0.9,,0,,9.8,M,2016-06-04,,6,2016,0,6080192.2016.6.4,,,ON,17.1,M,,ALGONQUIN PARK EAST GATE,,,,,
